id,passenger_name,age,gender,train_no,booking_type,source,destination,coach,seat_no,fare,travel_date,ticket_status,crowd_level
10885,Noah Lee,5,Genderfluid,52749,Online,Asansol,Raipur,B2,14,561,11/4/2023,RAC,low
10886,Omar Patel,19,Non-binary,52786,Tatkal,Asansol,Bilaspur,D1,69,636,5/7/2026,Cancelled,low
10887,Ethan Nielsen,5,Female,52823,Counter,Asansol,Durg,S3,35,537,2/11/2022,Waiting,low
10888,Omar Sharma,45,Bigender,52860,Online,Asansol,Jabalpur,A2,69,670,12/16/2023,Cancelled,low
10889,Nora Garcia,18,Genderqueer,52897,Tatkal,Asansol,Gwalior,A1,68,658,6/12/2022,Confirmed,low
10890,Mia Lee,17,Agender,52934,Online,Asansol,Ujjain,A2,37,646,4/9/2025,Cancelled,low
10891,Mia Lopez,32,Genderqueer,52971,Tatkal,Asansol,Rewa,S1,10,605,10/29/2023,Waiting,low
10892,Eva Brown,44,Genderfluid,53008,Direct,Asansol,Dhanbad,S3,5,709,2/19/2026,Cancelled,low
10893,Daniel Chen,77,Bigender,53045,Direct,Asansol,Jamshedpur,A2,43,813,6/29/2022,RAC,low
10894,Omar Chen,7,Female,53082,Online,Asansol,Tatanagar,S3,5,801,11/19/2022,Confirmed,low
10895,Ananya Sharma,16,Female,53119,Counter,Asansol,Gaya,D1,67,673,9/28/2025,Cancelled,low
10896,Maya Nakamura,63,Non-binary,53156,Online,Asansol,Muzaffarpur,D1,26,893,12/5/2024,Confirmed,low
10897,Kenji Ahmed,54,Polygender,53193,Direct,Asansol,Bhagalpur,B2,70,852,5/15/2022,Waiting,low
10898,Omar Brown,24,Polygender,53230,Online,Asansol,Siliguri,B2,56,840,7/22/2023,RAC,low
10899,Aarav Singh,30,Agender,53267,Counter,Asansol,New Jalpaiguri,S2,36,1031,10/23/2023,Confirmed,medium
10900,Ishaan Smith,38,Female,53304,Counter,Asansol,Durgapur,A2,9,874,3/26/2026,Cancelled,low
10901,Leo Kowalski,55,Genderqueer,53341,Online,Asansol,Howrah,A2,13,833,12/15/2022,Confirmed,low
10902,Aarav Sharma,29,Bigender,53378,Online,Asansol,Malda,A2,18,821,1/24/2024,Cancelled,low
10903,Zara Hassan,54,Female,53415,Counter,Asansol,Panaji,A2,20,867,11/22/2024,Cancelled,low
10904,Ananya Smith,7,Polygender,53452,Counter,Jamshedpur,Delhi,S3,22,966,11/1/2025,Cancelled,low
10905,Emma Nakamura,34,Genderfluid,53489,Tatkal,Jamshedpur,New Delhi,B1,17,1099,8/9/2025,Confirmed,medium
10906,Aarav Nielsen,75,Genderqueer,53526,Counter,Jamshedpur,Mumbai,D1,46,1029,2/21/2025,Cancelled,medium
10907,Mia Smith,39,Agender,53563,Counter,Jamshedpur,Chennai,A2,15,1075,11/3/2025,RAC,medium
10908,Kenji Chen,25,Polygender,53600,Counter,Jamshedpur,Kolkata,A1,7,1092,4/10/2023,Cancelled,medium
10909,Lucas Smith,40,Genderqueer,53637,Online,Jamshedpur,Bangalore,B2,72,1167,5/6/2025,RAC,medium
10910,Aarav Kowalski,38,Male,53674,Counter,Jamshedpur,Hyderabad,B2,18,1184,4/24/2023,RAC,medium
10911,Ishaan Garcia,34,Male,53711,Tatkal,Jamshedpur,Pune,A2,30,1056,2/20/2026,RAC,medium
10912,Aarav Khan,73,Polygender,53748,Counter,Jamshedpur,Ahmedabad,S1,2,1218,4/10/2025,Waiting,medium
10913,Hana Singh,55,Genderfluid,53785,Tatkal,Jamshedpur,Jaipur,B2,23,1148,3/8/2024,Cancelled,medium
10914,Nora Patel,72,Bigender,53822,Online,Jamshedpur,Surat,D1,68,1136,5/13/2024,Cancelled,medium
10915,Yuki Khan,80,Agender,53859,Tatkal,Jamshedpur,Lucknow,B2,33,1211,12/19/2023,Waiting,medium
10916,Ishaan Sharma,5,Non-binary,53896,Online,Jamshedpur,Kanpur,A2,28,1199,3/3/2023,Confirmed,medium
10917,Ishaan Ahmed,80,Agender,53933,Direct,Jamshedpur,Nagpur,S2,60,1216,9/10/2025,Confirmed,medium
10918,Nora Sharma,16,Agender,53970,Tatkal,Jamshedpur,Indore,A1,34,1233,10/7/2022,RAC,medium
10919,Zara Rossi,79,Agender,54007,Counter,Jamshedpur,Bhopal,S1,50,1250,1/29/2022,RAC,medium
10920,Omar Singh,49,Genderqueer,54044,Counter,Jamshedpur,Patna,D1,18,1238,5/31/2023,Waiting,medium
10921,Omar Nielsen,56,Polygender,54081,Tatkal,Jamshedpur,Ranchi,S3,21,1284,2/9/2023,Waiting,medium
10922,Olivia Nakamura,49,Genderqueer,54118,Tatkal,Jamshedpur,Bhubaneswar,S2,58,1446,2/19/2026,RAC,medium
10923,Leo Brown,11,Genderfluid,54155,Direct,Jamshedpur,Cuttack,D1,9,1347,5/4/2026,Cancelled,medium
10924,Rohan Nakamura,15,Agender,54192,Direct,Jamshedpur,Puri,D1,53,1277,4/13/2026,RAC,medium
10925,Amelia Nakamura,64,Agender,54229,Tatkal,Jamshedpur,Rourkela,S3,57,1410,11/27/2022,Confirmed,medium
10926,Arjun Nakamura,15,Agender,54266,Direct,Jamshedpur,Sambalpur,B1,21,1456,4/11/2022,Confirmed,medium
10927,Mia Ahmed,72,Male,54303,Direct,Jamshedpur,Guwahati,S3,6,1444,6/1/2025,Cancelled,medium
10928,Aarav Silva,16,Bigender,54340,Counter,Jamshedpur,Dibrugarh,S1,55,1490,3/5/2023,Cancelled,medium
10929,Liam Sharma,73,Polygender,54377,Online,Jamshedpur,Agartala,B1,22,1478,2/20/2025,Confirmed,medium
10930,Rohan Nielsen,15,Genderfluid,54414,Direct,Jamshedpur,Silchar,S1,35,1466,6/11/2024,RAC,medium
10931,Mei Silva,59,Genderqueer,54451,Counter,Jamshedpur,Visakhapatnam,S3,71,1657,3/21/2025,Confirmed,medium
10932,Hana Kim,38,Genderqueer,54488,Online,Jamshedpur,Vijayawada,S3,31,1587,2/24/2022,Confirmed,medium
10933,Amina Lopez,19,Agender,54525,Direct,Jamshedpur,Guntur,B2,45,1488,5/11/2022,RAC,medium
10934,Amina Tanaka,8,Polygender,54562,Direct,Jamshedpur,Tirupati,B1,12,1563,2/15/2022,Waiting,medium
10935,Nora Kowalski,6,Bigender,54599,Counter,Jamshedpur,Rajahmundry,S3,64,1667,10/26/2022,Confirmed,medium
10936,Sofia Rossi,62,Non-binary,54636,Tatkal,Jamshedpur,Warangal,D1,56,1597,5/27/2022,Confirmed,medium
10937,Arjun Sharma,32,Bigender,54673,Tatkal,Jamshedpur,Nizamabad,S3,17,1643,7/19/2022,RAC,medium
10938,Liam Rossi,68,Non-binary,54710,Tatkal,Jamshedpur,Coimbatore,A2,69,1689,1/25/2025,Waiting,medium
10939,Kenji Patel,12,Non-binary,54747,Direct,Jamshedpur,Madurai,S2,6,1619,2/26/2022,Waiting,medium
10940,Ishaan Patel,45,Bigender,54784,Direct,Jamshedpur,Trichy,A2,3,1607,4/20/2023,Cancelled,medium
10941,Mei Rossi,77,Polygender,54821,Tatkal,Jamshedpur,Salem,S3,40,1595,5/20/2025,Cancelled,medium
10942,Maya Martin,75,Genderfluid,54858,Counter,Jamshedpur,Erode,D1,48,1612,12/18/2022,Confirmed,medium
10943,Lucas Silva,54,Polygender,54895,Direct,Jamshedpur,Tirunelveli,A2,57,1803,3/5/2026,RAC,high
10944,Mei Wilson,43,Female,54932,Counter,Jamshedpur,Thoothukudi,S1,63,1820,7/31/2024,RAC,high
10945,Mei Singh,72,Female,54969,Direct,Jamshedpur,Vellore,D1,35,1721,8/23/2022,Cancelled,high
10946,Layla Nielsen,40,Genderqueer,55006,Direct,Jamshedpur,Kochi,S3,50,1680,3/17/2023,RAC,medium
10947,Ava Nielsen,8,Male,55043,Tatkal,Jamshedpur,Thiruvananthapuram,A2,10,2074,5/14/2022,RAC,high
10948,Mei Kim,6,Agender,55080,Direct,Jamshedpur,Kozhikode,B1,69,1830,10/17/2023,Cancelled,high
10949,Lucas Rossi,38,Agender,55117,Tatkal,Jamshedpur,Thrissur,D1,27,1818,2/28/2023,Cancelled,high
10950,Leo Patel,53,Bigender,55154,Counter,Jamshedpur,Kollam,D1,28,1777,10/12/2024,Confirmed,high
10951,Ishaan Nakamura,75,Female,55191,Online,Jamshedpur,Mysore,A2,60,1794,7/17/2025,RAC,high
10952,Ishaan Nakamura,72,Polygender,55228,Online,Jamshedpur,Mangalore,S1,15,1898,11/19/2024,RAC,high
10953,Olivia Patel,67,Polygender,55265,Online,Jamshedpur,Hubli,B2,29,1799,4/19/2025,Cancelled,high
10954,Liam Smith,75,Bigender,55302,Direct,Jamshedpur,Belgaum,S1,72,1874,12/12/2022,Cancelled,high
10955,Sofia Lopez,41,Polygender,55339,Tatkal,Jamshedpur,Davangere,S1,26,1949,7/22/2023,Waiting,high
10956,Mia Lee,64,Agender,55376,Tatkal,Jamshedpur,Vadodara,D1,17,1937,11/26/2023,RAC,high
10957,Amina Kim,21,Non-binary,55413,Direct,Jamshedpur,Rajkot,B1,22,1896,3/23/2025,Cancelled,high
10958,Mia Nielsen,78,Non-binary,55450,Tatkal,Jamshedpur,Jamnagar,A1,42,1971,5/25/2022,Waiting,high
10959,Olivia Dubois,43,Female,55487,Direct,Jamshedpur,Bhavnagar,B2,63,2017,5/28/2023,Confirmed,high
10960,Eva Khan,66,Genderqueer,55524,Online,Jamshedpur,Gandhinagar,S1,14,2092,7/14/2025,Waiting,high
10961,Ethan Nielsen,24,Polygender,55561,Online,Jamshedpur,Nashik,B2,52,1964,8/31/2024,Cancelled,high
10962,Ishaan Hassan,26,Bigender,55598,Tatkal,Jamshedpur,Aurangabad,A2,44,2097,1/13/2023,Confirmed,high
10963,Amelia Nielsen,61,Polygender,55635,Counter,Jamshedpur,Kolhapur,B1,71,2056,5/1/2025,Cancelled,high
10964,Ananya Tanaka,19,Female,55672,Online,Jamshedpur,Solapur,A2,44,2044,7/15/2024,Waiting,high
10965,Arjun Muller,13,Female,55709,Counter,Jamshedpur,Thane,D1,9,2003,7/3/2023,Cancelled,high
10966,Lucas Garcia,13,Agender,55746,Direct,Jamshedpur,Navi Mumbai,A1,5,2194,2/19/2023,Cancelled,high
10967,Noah Chen,21,Polygender,55783,Tatkal,Jamshedpur,Amravati,S2,52,2124,4/8/2023,Waiting,high
10968,Aarav Lopez,20,Non-binary,55820,Counter,Jamshedpur,Jodhpur,A1,36,2112,4/21/2022,Waiting,high
10969,Amina Santos,15,Genderqueer,55857,Direct,Jamshedpur,Udaipur,B2,70,2129,11/22/2025,Waiting,high
10970,Liam Garcia,60,Genderfluid,55894,Online,Jamshedpur,Ajmer,S1,69,2088,1/20/2022,Confirmed,high
10971,Aarav Kowalski,17,Non-binary,55931,Tatkal,Jamshedpur,Kota,S1,26,2076,5/5/2024,Cancelled,high
10972,Noah Rossi,29,Male,55968,Counter,Jamshedpur,Bikaner,S3,24,2180,12/19/2023,RAC,high
10973,Mia Rao,13,Bigender,56005,Counter,Jamshedpur,Alwar,S2,18,2139,3/29/2022,Waiting,high
10974,Maya Hassan,19,Genderqueer,56042,Tatkal,Jamshedpur,Varanasi,B1,29,2243,8/24/2025,Waiting,high
10975,Aarav Brown,36,Male,56079,Direct,Jamshedpur,Prayagraj,S1,43,2289,7/28/2024,RAC,high
10976,Lucas Brown,34,Bigender,56116,Counter,Jamshedpur,Agra,B2,56,2161,4/8/2023,Confirmed,high
10977,Mia Rossi,45,Agender,56153,Counter,Jamshedpur,Meerut,D1,21,2236,3/25/2026,RAC,high
10978,Ava Brown,76,Female,56190,Tatkal,Jamshedpur,Bareilly,S3,48,2311,5/6/2022,Waiting,high
10979,Mateo Sharma,38,Agender,56227,Tatkal,Jamshedpur,Gorakhpur,S3,27,2357,7/17/2025,Cancelled,high
10980,Kenji Silva,65,Male,56264,Online,Jamshedpur,Mathura,B1,47,2316,8/20/2023,Confirmed,high
10981,Noah Lee,27,Agender,56301,Counter,Jamshedpur,Dehradun,A2,71,2362,2/1/2022,Waiting,high
10982,Amina Rossi,18,Agender,56338,Counter,Jamshedpur,Haridwar,S3,53,2379,1/11/2026,Waiting,high
10983,Yuki Rossi,36,Agender,56375,Tatkal,Jamshedpur,Amritsar,A2,5,2396,1/18/2026,Cancelled,high
10984,Lucas Dubois,66,Polygender,56412,Online,Jamshedpur,Ludhiana,D1,44,2413,4/30/2024,Confirmed,high
10985,Ethan Santos,33,Male,56449,Counter,Jamshedpur,Jalandhar,S2,7,2459,5/16/2023,RAC,high
10986,Eva Wilson,60,Agender,56486,Online,Jamshedpur,Patiala,D1,8,2418,6/11/2023,Cancelled,high
10987,Yuki Muller,68,Polygender,56523,Counter,Jamshedpur,Chandigarh,S2,30,122,7/21/2023,Confirmed,low
10988,Amina Santos,38,Male,56560,Counter,Jamshedpur,Jammu,S1,25,2394,10/23/2023,Waiting,high
10989,Liam Patel,41,Bigender,56597,Counter,Jamshedpur,Srinagar,S2,66,2498,10/30/2024,Waiting,high
10990,Amina Santos,8,Non-binary,56634,Direct,Jamshedpur,Raipur,S3,7,2457,2/26/2026,Waiting,high
10991,Daniel Khan,18,Genderfluid,56671,Direct,Jamshedpur,Bilaspur,S3,12,132,4/1/2023,Waiting,low
10992,Sofia Patel,71,Genderfluid,56708,Direct,Jamshedpur,Durg,A2,44,2433,11/21/2025,Waiting,high
10993,Mei Patel,27,Genderqueer,56745,Online,Jamshedpur,Jabalpur,A2,22,166,7/22/2024,Cancelled,low
10994,Maya Chen,56,Genderfluid,56782,Online,Jamshedpur,Gwalior,A2,65,154,5/14/2026,RAC,low
10995,Emma Garcia,43,Genderfluid,56819,Direct,Jamshedpur,Ujjain,S2,29,142,8/25/2024,RAC,low
10996,Valeria Nielsen,40,Female,56856,Tatkal,Jamshedpur,Rewa,B2,10,101,8/17/2022,Confirmed,low
10997,Yuki Garcia,45,Non-binary,56893,Online,Jamshedpur,Dhanbad,S2,54,205,7/29/2025,Cancelled,low
10998,Amina Singh,20,Genderqueer,56930,Counter,Jamshedpur,Asansol,A2,35,222,10/30/2023,Waiting,low
10999,Mei Smith,15,Bigender,56967,Online,Jamshedpur,Tatanagar,D1,65,297,11/13/2023,RAC,low
11000,Rohan Ahmed,35,Genderqueer,57004,Tatkal,Jamshedpur,Gaya,S3,49,169,2/15/2023,Waiting,low
11001,Ishaan Lopez,57,Genderfluid,57041,Counter,Jamshedpur,Muzaffarpur,S3,56,389,8/29/2025,RAC,low
11002,Olivia Tanaka,16,Polygender,57078,Counter,Jamshedpur,Bhagalpur,B2,14,348,10/17/2023,RAC,low
11003,Noah Brown,30,Female,57115,Online,Jamshedpur,Siliguri,B1,54,336,6/1/2024,Cancelled,low
11004,Ethan Chen,45,Non-binary,57152,Online,Jamshedpur,New Jalpaiguri,S2,70,527,3/14/2022,Waiting,low
11005,Ava Rossi,44,Agender,57189,Counter,Jamshedpur,Durgapur,A2,67,370,12/6/2025,RAC,low
11006,Amelia Nielsen,43,Agender,57226,Online,Jamshedpur,Howrah,S2,24,329,5/25/2022,RAC,low
11007,Rohan Rao,46,Female,57263,Tatkal,Jamshedpur,Malda,D1,13,317,7/6/2025,Cancelled,low
11008,Rohan Sharma,31,Genderqueer,57300,Tatkal,Jamshedpur,Panaji,B2,30,363,10/17/2023,Confirmed,low
11009,Zara Kim,41,Polygender,57337,Direct,Tatanagar,Delhi,A1,46,314,12/22/2023,RAC,low
11010,Amina Smith,77,Female,57374,Online,Tatanagar,New Delhi,D1,19,447,1/4/2023,Cancelled,low
11011,Ishaan Silva,29,Polygender,57411,Online,Tatanagar,Mumbai,S1,69,377,2/14/2025,Cancelled,low
11012,Omar Martin,32,Genderfluid,57448,Online,Tatanagar,Chennai,B2,32,423,5/31/2022,Confirmed,low
11013,Yuki Nakamura,66,Bigender,57485,Online,Tatanagar,Kolkata,B2,28,440,5/5/2022,Waiting,low
11014,Aarav Santos,6,Bigender,57522,Online,Tatanagar,Bangalore,B2,61,515,6/15/2024,RAC,low
11015,Ethan Patel,49,Agender,57559,Direct,Tatanagar,Hyderabad,D1,36,532,2/1/2023,Confirmed,low
11016,Ethan Khan,66,Male,57596,Direct,Tatanagar,Pune,S2,65,404,4/14/2026,Confirmed,low
11017,Hana Garcia,17,Bigender,57633,Online,Tatanagar,Ahmedabad,S3,35,566,12/29/2024,Cancelled,low
11018,Olivia Silva,57,Genderfluid,57670,Counter,Tatanagar,Jaipur,A1,43,496,11/2/2022,Waiting,low
11019,Noah Singh,60,Female,57707,Online,Tatanagar,Surat,S1,67,484,9/9/2024,Waiting,low
11020,Kenji Wilson,27,Non-binary,57744,Online,Tatanagar,Lucknow,B2,13,559,2/4/2023,Waiting,low
11021,Arjun Kowalski,63,Non-binary,57781,Direct,Tatanagar,Kanpur,B1,45,547,9/9/2023,Cancelled,low
11022,Ishaan Tanaka,80,Female,57818,Counter,Tatanagar,Nagpur,A2,9,564,6/19/2024,Confirmed,low
11023,Arjun Wilson,45,Bigender,57855,Online,Tatanagar,Indore,A1,69,581,2/13/2022,Confirmed,low
11024,Ava Chen,65,Bigender,57892,Online,Tatanagar,Bhopal,S2,17,598,7/15/2024,Cancelled,low
11025,Leo Santos,58,Bigender,57929,Online,Tatanagar,Patna,S3,31,586,3/15/2025,Waiting,low
11026,Maya Kowalski,49,Non-binary,57966,Direct,Tatanagar,Ranchi,B1,36,632,6/3/2025,RAC,low
11027,Ava Smith,60,Agender,58003,Counter,Tatanagar,Bhubaneswar,S1,34,794,4/23/2026,Cancelled,low
11028,Lucas Lee,57,Genderqueer,58040,Direct,Tatanagar,Cuttack,B1,20,695,7/4/2023,Confirmed,low
11029,Nora Santos,24,Male,58077,Tatkal,Tatanagar,Puri,A1,3,625,2/27/2025,Confirmed,low
11030,Arjun Wilson,67,Genderqueer,58114,Counter,Tatanagar,Rourkela,D1,22,758,10/5/2024,Waiting,low
11031,Yuki Ahmed,20,Agender,58151,Tatkal,Tatanagar,Sambalpur,S1,67,804,2/7/2025,Confirmed,low
11032,Mateo Ahmed,40,Genderqueer,58188,Tatkal,Tatanagar,Guwahati,S2,8,792,7/31/2022,Confirmed,low
11033,Ava Kowalski,60,Bigender,58225,Tatkal,Tatanagar,Dibrugarh,D1,40,838,2/24/2026,Confirmed,low
11034,Layla Kowalski,44,Genderqueer,58262,Direct,Tatanagar,Agartala,D1,63,826,9/18/2024,RAC,low
11035,Leo Kowalski,56,Polygender,58299,Tatkal,Tatanagar,Silchar,S2,6,814,3/5/2024,Waiting,low
11036,Maya Singh,57,Genderfluid,58336,Online,Tatanagar,Visakhapatnam,A1,56,1005,3/29/2022,Waiting,medium
11037,Ethan Singh,65,Male,58373,Direct,Tatanagar,Vijayawada,B2,63,935,3/2/2024,Confirmed,low
11038,Aarav Rossi,29,Female,58410,Counter,Tatanagar,Guntur,A1,41,836,7/11/2025,Cancelled,low
11039,Nora Silva,41,Bigender,58447,Online,Tatanagar,Tirupati,B2,7,911,7/19/2025,RAC,low
11040,Sofia Garcia,74,Non-binary,58484,Tatkal,Tatanagar,Rajahmundry,A1,33,1015,11/10/2023,Waiting,medium
11041,Maya Muller,41,Genderqueer,58521,Counter,Tatanagar,Warangal,B1,5,945,1/27/2023,Confirmed,low
11042,Maya Silva,11,Genderfluid,58558,Online,Tatanagar,Nizamabad,A1,58,991,6/26/2022,Cancelled,medium
11043,Eva Dubois,41,Bigender,58595,Online,Tatanagar,Coimbatore,B2,40,1037,2/4/2024,Confirmed,medium
11044,Noah Kowalski,53,Genderfluid,58632,Direct,Tatanagar,Madurai,S2,11,967,9/19/2025,Cancelled,low
11045,Nora Brown,52,Non-binary,58669,Tatkal,Tatanagar,Trichy,S1,6,955,1/24/2022,Confirmed,low
11046,Mei Silva,45,Non-binary,58706,Online,Tatanagar,Salem,D1,9,943,7/30/2024,Waiting,low
11047,Amelia Hassan,77,Male,58743,Online,Tatanagar,Erode,A1,31,960,7/2/2023,Cancelled,low
11048,Nora Ahmed,35,Polygender,58780,Direct,Tatanagar,Tirunelveli,S3,71,1151,11/25/2023,Confirmed,medium
11049,Arjun Hassan,67,Genderqueer,58817,Tatkal,Tatanagar,Thoothukudi,B1,72,1168,4/11/2022,Confirmed,medium
11050,Valeria Singh,78,Male,58854,Counter,Tatanagar,Vellore,D1,39,1069,10/20/2024,Waiting,medium
11051,Maya Ahmed,39,Genderqueer,58891,Direct,Tatanagar,Kochi,S3,4,1028,9/25/2024,Cancelled,medium
11052,Ishaan Silva,37,Polygender,58928,Online,Tatanagar,Thiruvananthapuram,S1,18,1422,7/6/2025,Cancelled,medium
11053,Arjun Wilson,37,Female,58965,Online,Tatanagar,Kozhikode,B1,53,1178,2/15/2022,Waiting,medium
11054,Leo Muller,25,Agender,59002,Direct,Tatanagar,Thrissur,A2,49,1166,12/13/2024,Waiting,medium
11055,Noah Rao,42,Polygender,59039,Direct,Tatanagar,Kollam,S1,49,1125,12/2/2024,Cancelled,medium
11056,Liam Santos,19,Female,59076,Counter,Tatanagar,Mysore,S3,48,1142,11/15/2022,Waiting,medium
11057,Sofia Sharma,27,Female,59113,Counter,Tatanagar,Mangalore,S1,43,1246,2/24/2026,Cancelled,medium
11058,Ava Hassan,12,Female,59150,Tatkal,Tatanagar,Hubli,S1,29,1147,3/28/2024,RAC,medium
11059,Olivia Singh,30,Genderfluid,59187,Online,Tatanagar,Belgaum,A2,11,1222,2/15/2022,RAC,medium
11060,Lucas Wilson,43,Female,59224,Direct,Tatanagar,Davangere,D1,60,1297,10/3/2024,Confirmed,medium
11061,Maya Brown,53,Male,59261,Tatkal,Tatanagar,Vadodara,S3,12,1285,1/25/2026,Waiting,medium
11062,Ava Lopez,6,Non-binary,59298,Tatkal,Tatanagar,Rajkot,A2,45,1244,11/14/2024,Confirmed,medium
11063,Lucas Muller,11,Genderfluid,59335,Direct,Tatanagar,Jamnagar,S3,60,1319,12/22/2022,Cancelled,medium
11064,Mia Rao,67,Genderqueer,59372,Direct,Tatanagar,Bhavnagar,S1,3,1365,8/5/2024,Waiting,medium
11065,Lucas Smith,62,Genderqueer,59409,Online,Tatanagar,Gandhinagar,A1,48,1440,10/12/2022,Cancelled,medium
11066,Amelia Rao,73,Polygender,59446,Counter,Tatanagar,Nashik,B2,5,1312,12/4/2024,RAC,medium
11067,Lucas Lee,53,Genderqueer,59483,Counter,Tatanagar,Aurangabad,A2,43,1445,8/3/2024,Cancelled,medium
11068,Maya Singh,24,Polygender,59520,Tatkal,Tatanagar,Kolhapur,S1,9,1404,6/9/2025,Cancelled,medium
11069,Hana Brown,45,Polygender,59557,Direct,Tatanagar,Solapur,S2,19,1392,8/28/2022,Cancelled,medium
11070,Amelia Kowalski,19,Male,59594,Tatkal,Tatanagar,Thane,A1,26,1351,10/8/2025,Cancelled,medium
11071,Noah Chen,79,Genderqueer,59631,Online,Tatanagar,Navi Mumbai,S3,60,1542,3/16/2026,Waiting,medium
11072,Ananya Wilson,5,Male,59668,Direct,Tatanagar,Amravati,B1,49,1472,3/21/2024,Confirmed,medium
11073,Ishaan Brown,76,Agender,59705,Tatkal,Tatanagar,Jodhpur,B1,27,1460,5/26/2024,RAC,medium
11074,Ava Smith,79,Female,59742,Tatkal,Tatanagar,Udaipur,A1,58,1477,11/16/2024,Cancelled,medium
11075,Yuki Lee,74,Female,59779,Tatkal,Tatanagar,Ajmer,D1,4,1436,9/3/2022,Waiting,medium
11076,Aarav Dubois,35,Female,59816,Direct,Tatanagar,Kota,D1,62,1424,4/15/2022,Waiting,medium
11077,Daniel Muller,63,Female,59853,Counter,Tatanagar,Bikaner,S1,64,1528,5/14/2023,Waiting,medium
11078,Arjun Garcia,40,Non-binary,59890,Counter,Tatanagar,Alwar,B1,13,1487,4/29/2023,RAC,medium
11079,Eva Kowalski,39,Bigender,59927,Online,Tatanagar,Varanasi,A2,47,1591,6/12/2022,Confirmed,medium
11080,Mateo Martin,76,Agender,59964,Tatkal,Tatanagar,Prayagraj,S1,41,1637,4/25/2025,Confirmed,medium
11081,Ethan Santos,79,Bigender,60001,Tatkal,Tatanagar,Agra,A1,30,1509,4/18/2022,Confirmed,medium
11082,Olivia Silva,27,Male,60038,Tatkal,Tatanagar,Meerut,S2,30,1584,8/26/2022,Confirmed,medium
11083,Lucas Patel,11,Non-binary,60075,Counter,Tatanagar,Bareilly,S3,38,1659,1/2/2025,Confirmed,medium
11084,Lucas Silva,46,Genderfluid,60112,Direct,Tatanagar,Gorakhpur,S2,23,1705,12/28/2025,Cancelled,medium
11085,Olivia Kim,30,Female,60149,Tatkal,Tatanagar,Mathura,S3,34,1664,8/18/2022,Waiting,medium
11086,Amina Silva,70,Female,60186,Online,Tatanagar,Dehradun,S1,24,1710,2/26/2022,Confirmed,medium
11087,Maya Smith,33,Agender,60223,Online,Tatanagar,Haridwar,D1,37,1727,1/14/2025,RAC,high
11088,Rohan Dubois,42,Genderqueer,60260,Tatkal,Tatanagar,Amritsar,B2,24,1744,10/13/2025,Confirmed,high
11089,Zara Nielsen,65,Genderfluid,60297,Counter,Tatanagar,Ludhiana,B1,24,1761,10/4/2023,RAC,high
11090,Zara Kim,52,Female,60334,Online,Tatanagar,Jalandhar,A1,57,1807,8/25/2024,Cancelled,high
11091,Layla Smith,9,Female,60371,Tatkal,Tatanagar,Patiala,S1,63,1766,7/13/2024,Confirmed,high
11092,Ishaan Lee,7,Polygender,60408,Counter,Tatanagar,Chandigarh,B2,13,1870,4/17/2025,RAC,high
11093,Liam Khan,15,Female,60445,Online,Tatanagar,Jammu,S3,59,1742,11/14/2022,RAC,high
11094,Ava Singh,43,Polygender,60482,Tatkal,Tatanagar,Srinagar,S2,21,1846,9/30/2025,RAC,high
11095,Nora Lee,51,Female,60519,Counter,Tatanagar,Raipur,A2,36,1805,9/22/2023,Confirmed,high
11096,Olivia Ahmed,44,Polygender,60556,Tatkal,Tatanagar,Bilaspur,A2,60,1880,1/15/2023,Cancelled,high
11097,Aarav Nakamura,23,Agender,60593,Online,Tatanagar,Durg,B1,43,1781,8/27/2024,RAC,high
11098,Eva Santos,13,Polygender,60630,Online,Tatanagar,Jabalpur,B2,26,1914,3/17/2023,Cancelled,high
11099,Amelia Martin,51,Genderfluid,60667,Tatkal,Tatanagar,Gwalior,S1,2,1902,5/14/2024,RAC,high
11100,Mei Sharma,67,Bigender,60704,Tatkal,Tatanagar,Ujjain,D1,64,1890,8/1/2024,RAC,high
11101,Ishaan Silva,33,Genderqueer,60741,Direct,Tatanagar,Rewa,S1,2,1849,3/1/2025,Confirmed,high
11102,Kenji Singh,35,Genderfluid,60778,Counter,Tatanagar,Dhanbad,D1,40,1953,5/2/2023,RAC,high
11103,Maya Tanaka,46,Agender,60815,Counter,Tatanagar,Asansol,S3,10,1970,6/7/2023,RAC,high
11104,Arjun Rossi,43,Genderfluid,60852,Tatkal,Tatanagar,Jamshedpur,B2,41,2074,10/13/2022,RAC,high
11105,Arjun Sharma,71,Genderqueer,60889,Direct,Tatanagar,Gaya,A1,42,1917,8/7/2025,Cancelled,high
11106,Ava Hassan,45,Male,60926,Counter,Tatanagar,Muzaffarpur,D1,64,2137,3/19/2022,Waiting,high
11107,Amina Hassan,14,Genderfluid,60963,Online,Tatanagar,Bhagalpur,D1,35,2096,2/5/2024,Confirmed,high
11108,Emma Kim,61,Genderqueer,61000,Tatkal,Tatanagar,Siliguri,B1,51,2084,10/18/2023,Waiting,high
11109,Amelia Smith,79,Female,61037,Tatkal,Tatanagar,New Jalpaiguri,A2,7,2275,5/8/2026,Waiting,high
11110,Valeria Singh,14,Bigender,61074,Direct,Tatanagar,Durgapur,S2,6,2118,3/22/2024,RAC,high
11111,Amelia Rossi,38,Bigender,61111,Direct,Tatanagar,Howrah,B1,1,2077,4/21/2026,Confirmed,high
